C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_02_869.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_02_869.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_02_869.jpg, 0, 0, 0, 8.05368E-05
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_02_984.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_02_984.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_02_984.jpg, 0, 0, 0, 7.837531E-05
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_03_084.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_03_084.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_03_084.jpg, 0, 0, 0, 8.006452E-05
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_03_190.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_03_190.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_03_190.jpg, 0, 0, 0, 7.849132E-05
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_03_293.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_03_293.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_03_293.jpg, 0, 0, 0, 8.040241E-05
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_03_399.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_03_399.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_03_399.jpg, 0, 0, 0, 8.067816E-05
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_03_543.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_03_543.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_03_543.jpg, 0, 0, 0, 7.887292E-05
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_03_642.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_03_642.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_03_642.jpg, 0, 0, 0, 7.887583E-05
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_03_743.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_03_743.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_03_743.jpg, 0, 0.0471963, 0, 0.005363514
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_03_971.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_03_971.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_03_971.jpg, 0, 0.712768, 0, 1.815285
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_04_068.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_04_068.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_04_068.jpg, -0.2781987, 0.9909667, 0, 2.899992
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_04_382.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_04_382.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_04_382.jpg, 0, 1, 0, 6.618383
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_04_505.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_04_505.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_04_505.jpg, 0, 1, 0, 7.985496
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_04_657.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_04_657.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_04_657.jpg, 0, 0.5412313, 0, 8.820979
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_04_757.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_04_757.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_04_757.jpg, 0, 0.2398834, 0, 9.04495
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_04_860.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_04_860.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_04_860.jpg, 0, 0, 0, 8.954103
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_04_960.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_04_960.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_04_960.jpg, 0, 0, 0, 8.864245
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_05_065.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_05_065.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_05_065.jpg, 0, 0, 0, 8.775286
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_05_224.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_05_224.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_05_224.jpg, -0.4640781, 0, 0, 8.503357
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_05_323.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_05_323.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_05_323.jpg, -0.7710585, 0, 0, 8.327644
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_05_425.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_05_425.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_05_425.jpg, -1, 0.2819265, 0, 8.368643
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_05_530.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_05_530.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_05_530.jpg, -0.8801428, 0.6024861, 0, 8.84409
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_05_642.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_05_642.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_05_642.jpg, -0.5254276, 0.2912469, 0, 9.311417
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_05_745.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_05_745.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_05_745.jpg, -0.2383693, 0.004188599, 0, 9.304897
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_05_853.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_05_853.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_05_853.jpg, 0, 0, 0, 9.185974
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_05_959.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_05_959.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_05_959.jpg, 0, 0, 0, 9.074014
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_06_066.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_06_066.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_06_066.jpg, 0, 0.1164651, 0, 9.017199
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_06_181.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_06_181.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_06_181.jpg, 0, 0.4854147, 0, 9.586984
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_06_385.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_06_385.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_06_385.jpg, 0, 1, 0, 11.5938
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_06_522.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_06_522.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_06_522.jpg, -0.4120437, 1, 0, 13.10605
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_06_630.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_06_630.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_06_630.jpg, -0.113697, 1, 0, 14.19562
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_06_735.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_06_735.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_06_735.jpg, 0, 1, 0, 15.32307
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_06_839.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_06_839.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_06_839.jpg, 0, 1, 0, 16.56367
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_07_027.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_07_027.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_07_027.jpg, 0, 1, 0, 18.41278
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_07_158.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_07_158.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_07_158.jpg, 0, 1, 0, 19.64578
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_07_257.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_07_257.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_07_257.jpg, 0, 1, 0, 20.85947
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_07_364.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_07_364.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_07_364.jpg, 0, 1, 0, 21.86689
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_07_472.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_07_472.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_07_472.jpg, 0, 1, 0, 22.85066
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_07_580.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_07_580.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_07_580.jpg, 0, 0.6774004, 0, 23.71852
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_07_745.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_07_745.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_07_745.jpg, -0.4915452, 0.1858552, 0, 23.42399
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_07_858.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_07_858.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_07_858.jpg, -0.8269272, 0, 0, 22.92352
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_07_962.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_07_962.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_07_962.jpg, -0.5069103, 0, 0, 22.67363
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_08_065.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_08_065.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_08_065.jpg, -0.2219478, 0, 0, 22.32118
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_08_167.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_08_167.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_08_167.jpg, 0, 0, 0, 22.21272
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_08_305.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_08_305.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_08_305.jpg, 0, 0, 0, 21.7408
C:\Users\supar\Desktop\Data\IMG\center_2019_04_11_11_25_08_407.jpg, C:\Users\supar\Desktop\Data\IMG\left_2019_04_11_11_25_08_407.jpg, C:\Users\supar\Desktop\Data\IMG\right_2019_04_11_11_25_08_407.jpg, 0, 0, 0, 21.67602
